time,CH4_ppm
00:00:05,6
00:00:10,7
00:00:15,7
00:00:20,7
00:00:25,7
00:00:30,7
00:00:35,7
00:00:40,7
00:00:45,7
00:00:50,7
00:00:55,7
00:01:00,7
00:01:05,7
00:01:10,8
00:01:15,8
00:01:20,8
00:01:25,8
00:01:30,8
00:01:35,8
00:01:40,8
00:01:45,8
00:01:50,8
00:01:55,8
00:02:00,8
00:02:05,8
00:02:10,8
00:02:15,8
00:02:20,8
00:02:25,8
00:02:30,8
00:02:35,8
00:02:40,8
00:02:45,8
00:02:50,8
00:02:55,8
00:03:00,8
00:03:05,8
00:03:10,8
00:03:15,8
00:03:20,8
00:03:25,9
00:03:30,8
00:03:35,9
00:03:40,8
00:03:45,8
00:03:50,8
00:03:55,9
00:04:00,9
00:04:05,9
00:04:10,9
00:04:15,9
00:04:20,9
00:04:25,9
00:04:30,9
00:04:35,9
00:04:40,9
00:04:45,9
00:04:50,9
00:04:55,9
00:05:00,9
00:05:05,9
00:05:10,9
00:05:15,9
00:05:20,9
00:05:25,9
00:05:30,9
00:05:35,9
00:05:40,9
00:05:45,9
00:05:50,9
00:05:55,9
00:06:00,9
00:06:05,9
00:06:10,9
00:06:15,9
00:06:20,9
00:06:25,9
00:06:30,9
00:06:35,9
00:06:40,9
00:06:45,9
00:06:50,9
00:06:55,9
00:07:00,9
00:07:05,9
00:07:10,9
00:07:15,9
00:07:20,9
00:07:25,9
00:07:30,9
00:07:35,9
00:07:40,9
00:07:45,9
00:07:50,9
00:07:55,9
00:08:00,9
00:08:05,9
00:08:10,9
00:08:15,9
00:08:20,9
00:08:25,9
00:08:30,9
00:08:35,9
00:08:40,9
00:08:45,9
00:08:50,9
00:08:55,9
00:09:00,9
00:09:05,9
00:09:10,9
00:09:15,9
00:09:20,9
00:09:25,9
00:09:30,9
00:09:35,9
00:09:40,9
00:09:45,9
00:09:50,9
00:09:55,9
00:10:00,9
00:10:05,9
00:10:10,9
00:10:15,10
00:10:20,9
00:10:25,9
00:10:30,9
00:10:35,9
00:10:40,9
00:10:45,9
00:10:50,9
00:10:55,9
00:11:00,9
00:11:05,9
00:11:10,9
00:11:15,9
00:11:20,9
00:11:25,9
00:11:30,9
00:11:35,9
00:11:40,9
00:11:45,9
00:11:50,9
00:11:55,9
00:12:00,9
00:12:05,9
00:12:10,9
00:12:15,9
00:12:20,9
00:12:25,9
00:12:30,9
00:12:35,9
00:12:40,9
00:12:45,9
00:12:50,9
00:12:55,9
00:13:00,9
00:13:05,9
00:13:10,9
00:13:15,10
00:13:20,9
00:13:25,9
00:13:30,9
00:13:35,9
00:13:40,9
00:13:45,9
00:13:50,9
00:13:55,9
00:14:00,9
00:14:05,10
00:14:10,9
00:14:15,10
00:14:20,9
00:14:25,10
00:14:30,10
00:14:35,10
00:14:40,10
00:14:45,10
00:14:50,10
00:14:55,10
00:15:00,10
00:15:05,10
00:15:10,10
00:15:15,10
00:15:20,10
00:15:25,10
00:15:30,10
00:15:35,10
00:15:40,10
00:15:45,10
00:15:50,10
00:15:55,10
00:16:00,10
00:16:05,10
00:16:10,10
00:16:15,10
00:16:20,10
00:16:25,10
00:16:30,10
00:16:35,10
00:16:40,10
00:16:45,10
00:16:50,10
00:16:55,10
00:17:00,10
00:17:05,10
00:17:10,10
00:17:15,10
00:17:20,10
00:17:25,10
00:17:30,10
00:17:35,10
00:17:40,10
00:17:45,10
00:17:50,10
00:17:55,10
00:18:00,10
00:18:05,10
00:18:10,10
00:18:15,10
00:18:20,10
00:18:25,10
00:18:30,10
00:18:35,10
00:18:40,10
00:18:45,10
00:18:50,10
00:18:55,10
00:19:00,10
00:19:05,10
00:19:10,10
00:19:15,10
00:19:20,10
00:19:25,10
00:19:30,10
00:19:35,10
00:19:40,10
00:19:45,10
00:19:50,10
00:19:55,10
00:20:00,10
00:20:05,10
00:20:10,10
00:20:15,10
00:20:20,10
00:20:25,10
00:20:30,10
00:20:35,10
00:20:40,10
00:20:45,10
00:20:50,10
00:20:55,10
00:21:00,10
00:21:05,10
00:21:10,10
00:21:15,10
00:21:20,10
00:21:25,10
00:21:30,10
00:21:35,10
00:21:40,10
00:21:45,10
00:21:50,10
00:21:55,10
00:22:00,10
00:22:05,10
00:22:10,10
00:22:15,10
00:22:20,10
00:22:25,10
00:22:30,10
00:22:35,10
00:22:40,10
00:22:45,10
00:22:50,10
00:22:55,10
00:23:00,10
00:23:05,10
00:23:10,10
00:23:15,10
00:23:20,10
00:23:25,10
00:23:30,10
00:23:35,10
00:23:40,10
00:23:45,10
00:23:50,10
00:23:55,10
00:24:00,10
00:24:05,10
00:24:10,10
00:24:15,10
00:24:20,10
00:24:25,10
00:24:30,10
00:24:35,10
00:24:40,10
00:24:45,10
00:24:50,10
00:24:55,10
00:25:00,10
00:25:05,10
00:25:10,10
00:25:15,10
00:25:20,10
00:25:25,10
00:25:30,10
00:25:35,10
00:25:40,10
00:25:45,10
00:25:50,10
00:25:55,10
00:26:00,10
00:26:05,10
00:26:10,10
00:26:15,10
00:26:20,10
00:26:25,10
00:26:30,10
00:26:35,10
00:26:40,10
00:26:45,10
00:26:50,10
00:26:55,10
00:27:00,10
00:27:05,10
00:27:10,10
00:27:15,10
00:27:20,10
00:27:25,10
00:27:30,10
00:27:35,10
00:27:40,10
00:27:45,10
00:27:50,10
00:27:55,10
00:28:00,10
00:28:05,10
00:28:10,10
00:28:15,10
00:28:20,10
00:28:25,10
00:28:30,10
00:28:35,10
00:28:40,10
00:28:45,10
00:28:50,10
00:28:55,10
00:29:00,10
00:29:05,10
00:29:10,10
00:29:15,10
00:29:20,10
00:29:25,10
00:29:30,10
00:29:35,10
00:29:40,10
00:29:45,10
00:29:50,10
00:29:55,10
00:30:00,10
00:30:05,10
00:30:10,10
00:30:15,10
00:30:20,10
00:30:25,10
00:30:30,10
00:30:35,10
00:30:40,10
00:30:45,10
00:30:50,10
00:30:55,10
00:31:00,10
00:31:05,10
00:31:10,10
00:31:15,10
00:31:20,10
00:31:25,10
00:31:30,10
00:31:35,10
00:31:40,10
00:31:45,10
00:31:50,10
00:31:55,10
00:32:00,10
00:32:05,10
00:32:10,10
00:32:15,10
00:32:20,10
00:32:25,10
00:32:30,10
00:32:35,10
00:32:40,10
00:32:45,10
00:32:50,10
00:32:55,10
00:33:00,10
00:33:05,10
00:33:10,10
00:33:15,10
00:33:20,10
00:33:25,10
00:33:30,10
00:33:35,10
00:33:40,10
00:33:45,10
00:33:50,10
00:33:55,10
00:34:00,10
00:34:05,10
00:34:10,10
00:34:15,10
00:34:20,10
00:34:25,10
00:34:30,10
00:34:35,10
00:34:40,10
00:34:45,10
00:34:50,10
00:34:55,10
00:35:00,10
00:35:05,10
00:35:10,10
00:35:15,10
00:35:20,10
00:35:25,10
00:35:30,10
00:35:35,10
00:35:40,10
00:35:45,10
00:35:50,10
00:35:55,10
00:36:00,10
00:36:05,10
00:36:10,10
00:36:15,10
00:36:20,10
00:36:25,10
00:36:30,10
00:36:35,10
00:36:40,10
00:36:45,10
00:36:50,10
00:36:55,10
00:37:00,10
00:37:05,10
00:37:10,10
00:37:15,10
00:37:20,10
00:37:25,10
00:37:30,10
00:37:35,10
00:37:40,10
00:37:45,10
00:37:50,10
00:37:55,10
00:38:00,10
00:38:05,10
00:38:10,10
00:38:15,10
00:38:20,10
00:38:25,10
00:38:30,10
00:38:35,10
00:38:40,10
00:38:45,10
00:38:50,10
00:38:55,10
00:39:00,10
00:39:05,10
00:39:10,10
00:39:15,10
00:39:20,10
00:39:25,10
00:39:30,10
00:39:35,10
00:39:40,10
00:39:45,10
00:39:50,10
00:39:55,10
00:40:00,10
00:40:05,10
00:40:10,10
00:40:15,10
00:40:20,10
00:40:25,10
00:40:30,10
00:40:35,10
00:40:40,10
00:40:45,10
00:40:50,10
00:40:55,10
00:41:00,10
00:41:05,10
00:41:10,10
00:41:15,10
00:41:20,10
00:41:25,10
00:41:30,10
00:41:35,10
00:41:40,10
00:41:45,10
00:41:50,10
00:41:55,10
00:42:00,10
00:42:05,10
00:42:10,10
00:42:15,10
00:42:20,10
00:42:25,10
00:42:30,10
00:42:35,10
00:42:40,10
00:42:45,10
00:42:50,10
00:42:55,10
00:43:00,10
00:43:05,10
00:43:10,10
00:43:15,10
00:43:20,10
00:43:25,10
00:43:30,10
00:43:35,10
00:43:40,10
00:43:45,10
00:43:50,10
00:43:55,10
00:44:00,10
00:44:05,10
00:44:10,10
00:44:15,10
00:44:20,10
00:44:25,10
00:44:30,10
00:44:35,10
00:44:40,10
00:44:45,10
00:44:50,10
00:44:55,10
00:45:00,10
00:45:05,10
00:45:10,10
00:45:15,10
00:45:20,10
00:45:25,10
00:45:30,10
00:45:35,10
00:45:40,10
00:45:45,10
00:45:50,10
00:45:55,10
00:46:00,10
00:46:05,10
00:46:10,10
00:46:15,10
00:46:20,10
00:46:25,10
00:46:30,10
00:46:35,10
00:46:40,10
00:46:45,10
00:46:50,10
00:46:55,10
00:47:00,10
00:47:05,10
00:47:10,10
00:47:15,10
00:47:20,10
00:47:25,10
00:47:30,10
00:47:35,10
00:47:40,10
00:47:45,10
00:47:50,10
00:47:55,10
00:48:00,10
00:48:05,10
00:48:10,10
00:48:15,10
00:48:20,10
00:48:25,10
00:48:30,10
00:48:35,10
00:48:40,10
00:48:45,10
00:48:50,10
00:48:55,10
00:49:00,10
00:49:05,10
00:49:10,10
00:49:15,10
00:49:20,10
00:49:25,10
00:49:30,10
00:49:35,10
00:49:40,10
00:49:45,10
00:49:50,10
00:49:55,10
00:50:00,10
00:50:05,10
00:50:10,10
00:50:15,10
00:50:20,10
00:50:25,10
00:50:30,10
00:50:35,10
00:50:40,10
00:50:45,10
00:50:50,10
00:50:55,10
00:51:00,10
00:51:05,10
00:51:10,10
00:51:15,10
00:51:20,10
00:51:25,10
00:51:30,10
00:51:35,10
00:51:40,10
00:51:45,10
00:51:50,10
00:51:55,10
00:52:00,10
00:52:05,10
00:52:10,10
00:52:15,10
00:52:20,10
00:52:25,10
00:52:30,10
00:52:35,10
00:52:40,10
00:52:45,10
00:52:50,10
00:52:55,10
00:53:00,10
00:53:05,10
00:53:10,10
00:53:15,10
00:53:20,10
00:53:25,10
00:53:30,10
00:53:35,10
00:53:40,10
00:53:45,10
00:53:50,10
00:53:55,10
00:54:00,10
00:54:05,10
00:54:10,10
00:54:15,10
00:54:20,10
00:54:25,10
00:54:30,10
00:54:35,10
00:54:40,10
00:54:45,10
00:54:50,10
00:54:55,10
00:55:00,10
00:55:05,10
00:55:10,10
00:55:15,10
00:55:20,10
00:55:25,10
00:55:30,10
00:55:35,10
00:55:40,10
00:55:45,10
00:55:50,10
00:55:55,10
00:56:00,10
00:56:05,10
00:56:10,10
00:56:15,10
00:56:20,10
00:56:25,10
00:56:30,10
00:56:35,10
00:56:40,10
00:56:45,10
00:56:50,10
00:56:55,10
00:57:00,10
00:57:05,10
00:57:10,10
00:57:15,10
00:57:20,10
00:57:25,10
00:57:30,10
00:57:35,10
00:57:40,10
00:57:45,10
00:57:50,10
00:57:55,10
00:58:00,10
00:58:05,10
00:58:10,10
00:58:15,10
00:58:20,10
00:58:25,10
00:58:30,10
00:58:35,10
00:58:40,10
00:58:45,10
00:58:50,10
00:58:55,10
00:59:00,10
00:59:05,10
00:59:10,10
00:59:15,10
00:59:20,10
00:59:25,10
00:59:30,10
00:59:35,10
00:59:40,10
00:59:45,10
00:59:50,10
00:59:55,10
01:00:00,10
01:00:05,10
01:00:10,10
01:00:15,10
01:00:20,10
01:00:25,10
01:00:30,10
01:00:35,10
01:00:40,10
01:00:45,10
01:00:50,10
01:00:55,10
01:01:00,10
01:01:05,10
01:01:10,10
01:01:15,10
01:01:20,10
01:01:25,10
01:01:30,10
01:01:35,10
01:01:40,10
01:01:45,10
01:01:50,10
01:01:55,10
01:02:00,10
01:02:05,10
01:02:10,10
01:02:15,10
01:02:20,10
01:02:25,10
01:02:30,10
01:02:35,10
01:02:40,10
01:02:45,10
01:02:50,10
01:02:55,10
01:03:00,10
01:03:05,10
01:03:10,10
01:03:15,10
01:03:20,10
01:03:25,10
01:03:30,10
01:03:35,10
01:03:40,10
01:03:45,10
01:03:50,10
01:03:55,10
01:04:00,10
01:04:05,10
01:04:10,10
01:04:15,10
01:04:20,10
01:04:25,10
01:04:30,10
01:04:35,10
01:04:40,10
01:04:45,10
01:04:50,10
01:04:55,10
01:05:00,10
01:05:05,10
01:05:10,10
01:05:15,10
01:05:20,10
01:05:25,10
01:05:30,10
01:05:35,10
01:05:40,10
01:05:45,10
01:05:50,10
01:05:55,10
01:06:00,10
01:06:05,10
01:06:10,10
01:06:15,10
01:06:20,10
01:06:25,10
01:06:30,10
01:06:35,10
01:06:40,10
01:06:45,10
01:06:50,10
01:06:55,10
01:07:00,10
01:07:05,10
01:07:10,10
01:07:15,10
01:07:20,10
01:07:25,10
01:07:30,10
01:07:35,10
01:07:40,10
01:07:45,10
01:07:50,10
01:07:55,10
01:08:00,10
01:08:05,10
01:08:10,10
01:08:15,10
01:08:20,10
01:08:25,10
01:08:30,10
01:08:35,10
01:08:40,10
01:08:45,10
01:08:50,10
01:08:55,10
01:09:00,10
01:09:05,10
01:09:10,10
01:09:15,10
01:09:20,10
01:09:25,10
01:09:30,10
01:09:35,10
01:09:40,10
01:09:45,10
01:09:50,10
01:09:55,10
01:10:00,10
01:10:05,10
01:10:10,10
01:10:15,10
01:10:20,10
01:10:25,10
01:10:30,10
01:10:35,10
01:10:40,10
01:10:45,10
01:10:50,10
01:10:55,9
01:11:00,10
01:11:05,10
01:11:10,10
01:11:15,9
01:11:20,10
01:11:25,10
01:11:30,9
01:11:35,9
01:11:40,9
01:11:45,9
01:11:50,9
01:11:55,9
01:12:00,9
01:12:05,9
01:12:10,10
01:12:15,9
01:12:20,9
01:12:25,9
01:12:30,9
01:12:35,10
01:12:40,9
01:12:45,9
01:12:50,9
01:12:55,10
01:13:00,9
01:13:05,9
01:13:10,9
01:13:15,9
01:13:20,9
01:13:25,10
01:13:30,9
01:13:35,9
01:13:40,9
01:13:45,9
01:13:50,10
01:13:55,9
01:14:00,9
01:14:05,10
01:14:10,9
01:14:15,9
01:14:20,9
01:14:25,9
01:14:30,9
01:14:35,9
01:14:40,9
01:14:45,9
01:14:50,9
01:14:55,9
01:15:00,9
01:15:05,9
01:15:10,9
01:15:15,9
01:15:20,9
01:15:25,9
01:15:30,9
01:15:35,9
01:15:40,9
01:15:45,9
01:15:50,9
01:15:55,9
01:16:00,9
01:16:05,9
01:16:10,9
01:16:15,9
01:16:20,9
01:16:25,9
01:16:30,9
01:16:35,10
01:16:40,9
01:16:45,9
01:16:50,9
01:16:55,9
01:17:00,9
01:17:05,9
01:17:10,9
01:17:15,9
01:17:20,9
01:17:25,9
01:17:30,9
01:17:35,9
01:17:40,9
01:17:45,9
01:17:50,9
01:17:55,9
01:18:00,9
01:18:05,9
01:18:10,9
01:18:15,9
01:18:20,9
01:18:25,9
01:18:30,9
01:18:35,9
01:18:40,9
01:18:45,9
01:18:50,9
01:18:55,9
01:19:00,9
01:19:05,9
01:19:10,9
01:19:15,9
01:19:20,9
01:19:25,9
01:19:30,9
01:19:35,9
01:19:40,9
01:19:45,9
01:19:50,9
01:19:55,9
01:20:00,9
01:20:05,9
01:20:10,9
01:20:15,9
01:20:20,9
01:20:25,9
01:20:30,9
01:20:35,9
01:20:40,9
01:20:45,9
01:20:50,9
01:20:55,9
01:21:00,9
01:21:05,9
01:21:10,9
01:21:15,9
01:21:20,9
01:21:25,9
01:21:30,9
01:21:35,9
01:21:40,9
01:21:45,9
01:21:50,9
01:21:55,9
01:22:00,9
01:22:05,9
01:22:10,9
01:22:15,9
01:22:20,9
01:22:25,9
01:22:30,9
01:22:35,10
01:22:40,9
01:22:45,9
01:22:50,9
01:22:55,10
01:23:00,9
01:23:05,9
01:23:10,9
01:23:15,9
01:23:20,9
01:23:25,9
01:23:30,9
01:23:35,9
01:23:40,9
01:23:45,9
01:23:50,9
01:23:55,9
01:24:00,9
01:24:05,9
01:24:10,9
01:24:15,9
01:24:20,9
01:24:25,9
01:24:30,9
01:24:35,9
01:24:40,9
01:24:45,9
01:24:50,9
01:24:55,9
01:25:00,9
01:25:05,9
01:25:10,9
01:25:15,9
01:25:20,9
01:25:25,9
01:25:30,9
01:25:35,9
01:25:40,9
01:25:45,9
01:25:50,9
01:25:55,9
01:26:00,9
01:26:05,9
01:26:10,9
01:26:15,9
01:26:20,10
01:26:25,9
01:26:30,9
01:26:35,9
01:26:40,9
01:26:45,9
01:26:50,9
01:26:55,9
01:27:00,9
01:27:05,9
01:27:10,9
01:27:15,9
01:27:20,9
01:27:25,9
01:27:30,9
01:27:35,9
01:27:40,9
01:27:45,9
01:27:50,9
01:27:55,9
01:28:00,9
01:28:05,9
01:28:10,9
01:28:15,9
01:28:20,9
01:28:25,9
01:28:30,9
01:28:35,9
01:28:40,9
01:28:45,9
01:28:50,9
01:28:55,9
01:29:00,9
01:29:05,9
01:29:10,9
01:29:15,9
01:29:20,9
01:29:25,9
01:29:30,9
01:29:35,9
01:29:40,9
01:29:45,9
01:29:50,9
01:29:55,9
01:30:00,9
01:30:05,9
01:30:10,9
01:30:15,9
01:30:20,9
01:30:25,9
01:30:30,9
01:30:35,9
01:30:40,9
01:30:45,9
01:30:50,9
01:30:55,9
01:31:00,9
01:31:05,9
01:31:10,9
01:31:15,9
01:31:20,9
01:31:25,9
01:31:30,9
01:31:35,9
01:31:40,9
01:31:45,9
01:31:50,9
01:31:55,9
01:32:00,9
01:32:05,9
01:32:10,9
01:32:15,9
01:32:20,9
01:32:25,9
01:32:30,9
01:32:35,9
01:32:40,9
01:32:45,9
01:32:50,9
01:32:55,9
01:33:00,9
01:33:05,9
01:33:10,9
01:33:15,9
01:33:20,9
01:33:25,9
01:33:30,9
01:33:35,9
01:33:40,9
01:33:45,9
01:33:50,9
01:33:55,9
01:34:00,9
01:34:05,9
01:34:10,9
01:34:15,9
01:34:20,9
01:34:25,9
01:34:30,9
01:34:35,9
01:34:40,9
01:34:45,9
01:34:50,9
01:34:55,9
01:35:00,9
01:35:05,9
01:35:10,9
01:35:15,9
01:35:20,9
01:35:25,9
01:35:30,9
01:35:35,9
01:35:40,9
01:35:45,9
01:35:50,9
01:35:55,9
01:36:00,9
01:36:05,9
01:36:10,9
01:36:15,9
01:36:20,9
01:36:25,9
01:36:30,9
01:36:35,9
01:36:40,9
01:36:45,9
01:36:50,9
01:36:55,9
01:37:00,9
01:37:05,9
01:37:10,9
01:37:15,9
01:37:20,9
01:37:25,9
01:37:30,9
01:37:35,9
01:37:40,9
01:37:45,9
01:37:50,9
01:37:55,9
01:38:00,9
01:38:05,9
01:38:10,9
01:38:15,9
01:38:20,9
01:38:25,9
01:38:30,9
01:38:35,9
01:38:40,9
01:38:45,9
01:38:50,9
01:38:55,9
01:39:00,9
01:39:05,9
01:39:10,9
01:39:15,9
01:39:20,9
01:39:25,9
01:39:30,9
01:39:35,9
01:39:40,9
01:39:45,9
01:39:50,9
01:39:55,9
01:40:00,9
01:40:05,9
01:40:10,9
01:40:15,9
01:40:20,9
01:40:25,9
01:40:30,9
01:40:35,9
01:40:40,9
01:40:45,9
01:40:50,9
01:40:55,9
01:41:00,9
01:41:05,9
01:41:10,9
01:41:15,9
01:41:20,9
01:41:25,9
01:41:30,9
01:41:35,9
01:41:40,9
01:41:45,9
01:41:50,9
01:41:55,9
01:42:00,9
01:42:05,9
01:42:10,9
01:42:15,9
01:42:20,9
01:42:25,9
01:42:30,9
01:42:35,9
01:42:40,9
01:42:45,9
01:42:50,9
01:42:55,9
01:43:00,9
01:43:05,9
01:43:10,9
01:43:15,9
01:43:20,9
01:43:25,9
01:43:30,9
01:43:35,9
01:43:40,9
01:43:45,9
01:43:50,9
01:43:55,9
01:44:00,9
01:44:05,9
01:44:10,9
01:44:15,9
01:44:20,9
01:44:25,9
01:44:30,9
01:44:35,9
01:44:40,9
01:44:45,9
01:44:50,9
01:44:55,9
01:45:00,9
01:45:05,9
01:45:10,9
01:45:15,9
01:45:20,9
01:45:25,9
01:45:30,9
01:45:35,9
01:45:40,9
01:45:45,9
01:45:50,9
01:45:55,10
01:46:00,9
01:46:05,9
01:46:10,9
01:46:15,9
01:46:20,9
01:46:25,9
01:46:30,9
01:46:35,9
01:46:40,9
01:46:45,9
01:46:50,9
01:46:55,9
01:47:00,9
01:47:05,9
01:47:10,9
01:47:15,9
01:47:20,9
01:47:25,9
01:47:30,9
01:47:35,9
01:47:40,9
01:47:45,9
01:47:50,9
01:47:55,9
01:48:00,9
01:48:05,9
01:48:10,9
01:48:15,9
01:48:20,9
01:48:25,9
01:48:30,9
01:48:35,9
01:48:40,9
01:48:45,9
01:48:50,9
01:48:55,9
01:49:00,9
01:49:05,9
01:49:10,9
01:49:15,9
01:49:20,9
01:49:25,9
01:49:30,9
01:49:35,9
01:49:40,9
01:49:45,9
01:49:50,9
01:49:55,9
01:50:00,9
01:50:05,9
01:50:10,9
01:50:15,9
01:50:20,9
01:50:25,9
01:50:30,9
01:50:35,9
01:50:40,9
01:50:45,9
01:50:50,9
01:50:55,9
01:51:00,9
01:51:05,9
01:51:10,9
01:51:15,9
01:51:20,9
01:51:25,9
01:51:30,9
01:51:35,9
01:51:40,9
01:51:45,9
01:51:50,9
01:51:55,9
01:52:00,9
01:52:05,9
01:52:10,9
01:52:15,9
01:52:20,9
01:52:25,9
01:52:30,9
01:52:35,9
01:52:40,9
01:52:45,9
01:52:50,9
01:52:55,9
01:53:00,9
01:53:05,9
01:53:10,9
01:53:15,9
01:53:20,9
01:53:25,9
01:53:30,9
01:53:35,9
01:53:40,9
01:53:45,9
01:53:50,9
01:53:55,9
01:54:00,9
01:54:05,9
01:54:10,9
01:54:15,9
01:54:20,9
01:54:25,9
01:54:30,9
01:54:35,9
01:54:40,9
01:54:45,9
01:54:50,9
01:54:55,9
01:55:00,9
01:55:05,9
01:55:10,9
01:55:15,9
01:55:20,9
01:55:25,9
01:55:30,9
01:55:35,9
01:55:40,9
01:55:45,9
01:55:50,9
01:55:55,9
01:56:00,9
01:56:05,9
01:56:10,9
01:56:15,9
01:56:20,9
01:56:25,9
01:56:30,9
01:56:35,9
01:56:40,9
01:56:45,9
01:56:50,9
01:56:55,9
01:57:00,9
01:57:05,9
01:57:10,9
01:57:15,9
01:57:20,9
01:57:25,9
01:57:30,9
01:57:35,10
01:57:40,9
01:57:45,9
01:57:50,9
01:57:55,9
01:58:00,9
01:58:05,9
01:58:10,9
01:58:15,9
01:58:20,9
01:58:25,9
01:58:30,9
01:58:35,9
01:58:40,9
01:58:45,9
01:58:50,9
01:58:55,9
01:59:00,9
01:59:05,9
01:59:10,9
01:59:15,9
01:59:20,9
01:59:25,9
01:59:30,9
01:59:35,9
01:59:40,9
01:59:45,9
01:59:50,9
01:59:55,9
02:00:00,9
02:00:05,9
02:00:10,9
02:00:15,9
02:00:20,9
02:00:25,9
02:00:30,9
02:00:35,9
02:00:40,9
02:00:45,9
02:00:50,9
02:00:55,9
02:01:00,9
02:01:05,9
02:01:10,9
02:01:15,9
02:01:20,9
02:01:25,9
02:01:30,9
02:01:35,9
02:01:40,9
