time,CH4_ppm
02:01:45,9
02:01:50,9
02:01:55,9
02:02:00,9
02:02:05,9
02:02:10,9
02:02:15,9
02:02:20,9
02:02:25,9
02:02:30,9
02:02:35,9
02:02:40,9
02:02:45,9
02:02:50,9
02:02:55,9
02:03:00,9
02:03:05,9
02:03:10,9
02:03:15,9
02:03:20,9
02:03:25,9
02:03:30,9
02:03:35,9
02:03:40,9
02:03:45,9
02:03:50,9
02:03:55,9
02:04:00,9
02:04:05,9
02:04:10,9
02:04:15,9
02:04:20,9
02:04:25,9
02:04:30,9
02:04:35,9
02:04:40,9
02:04:45,9
02:04:50,9
02:04:55,9
02:05:00,9
02:05:05,9
02:05:10,9
02:05:15,9
02:05:20,9
02:05:25,9
02:05:30,9
02:05:35,9
02:05:40,9
02:05:45,9
02:05:50,9
02:05:55,9
02:06:00,9
02:06:05,9
02:06:10,9
02:06:15,9
02:06:20,9
02:06:25,9
02:06:30,9
02:06:35,9
02:06:40,9
02:06:45,9
02:06:50,9
02:06:55,9
02:07:00,9
02:07:05,9
02:07:10,9
02:07:15,9
02:07:20,9
02:07:25,9
02:07:30,9
02:07:35,9
02:07:40,9
02:07:45,9
02:07:50,9
02:07:55,9
02:08:00,9
02:08:05,9
02:08:10,9
02:08:15,9
02:08:20,9
02:08:25,9
02:08:30,9
02:08:35,9
02:08:40,9
02:08:45,9
02:08:50,9
02:08:55,9
02:09:00,9
02:09:05,9
02:09:10,9
02:09:15,9
02:09:20,9
02:09:25,9
02:09:30,9
02:09:35,9
02:09:40,9
02:09:45,9
02:09:50,9
02:09:55,9
02:10:00,9
02:10:05,9
02:10:10,9
02:10:15,9
02:10:20,9
02:10:25,9
02:10:30,9
02:10:35,9
02:10:40,9
02:10:45,9
02:10:50,9
02:10:55,9
02:11:00,9
02:11:05,9
02:11:10,9
02:11:15,9
02:11:20,9
02:11:25,9
02:11:30,9
02:11:35,9
02:11:40,9
02:11:45,9
02:11:50,9
02:11:55,9
02:12:00,9
02:12:05,9
02:12:10,9
02:12:15,9
02:12:20,9
02:12:25,9
02:12:30,9
02:12:35,9
02:12:40,9
02:12:45,9
02:12:50,9
02:12:55,9
02:13:00,9
02:13:05,9
02:13:10,9
02:13:15,9
02:13:20,9
02:13:25,9
02:13:30,9
02:13:35,9
02:13:40,9
02:13:45,9
02:13:50,9
02:13:55,9
02:14:00,9
02:14:05,9
02:14:10,9
02:14:15,9
02:14:20,9
02:14:25,9
02:14:30,9
02:14:35,9
02:14:40,9
02:14:45,9
02:14:50,9
02:14:55,9
02:15:00,9
02:15:05,9
02:15:10,9
02:15:15,9
02:15:20,9
02:15:25,9
02:15:30,9
02:15:35,9
02:15:40,9
02:15:45,9
02:15:50,9
02:15:55,9
02:16:00,9
02:16:05,9
02:16:10,9
02:16:15,9
02:16:20,9
02:16:25,9
02:16:30,9
02:16:35,9
02:16:40,9
02:16:45,9
02:16:50,9
02:16:55,9
02:17:00,9
02:17:05,9
02:17:10,9
02:17:15,9
02:17:20,9
02:17:25,9
02:17:30,9
02:17:35,9
02:17:40,9
02:17:45,9
02:17:50,9
02:17:55,9
02:18:00,9
02:18:05,9
02:18:10,9
02:18:15,9
02:18:20,9
02:18:25,9
02:18:30,9
02:18:35,9
02:18:40,9
02:18:45,9
02:18:50,9
02:18:55,9
02:19:00,9
02:19:05,9
02:19:10,9
02:19:15,9
02:19:20,9
02:19:25,9
02:19:30,9
02:19:35,9
02:19:40,9
02:19:45,9
02:19:50,9
02:19:55,9
02:20:00,9
02:20:05,9
02:20:10,9
02:20:15,9
02:20:20,9
02:20:25,9
02:20:30,9
02:20:35,9
02:20:40,9
02:20:45,9
02:20:50,9
02:20:55,9
02:21:00,9
02:21:05,9
02:21:10,9
02:21:15,9
02:21:20,9
02:21:25,9
02:21:30,9
02:21:35,9
02:21:40,9
02:21:45,9
02:21:50,9
02:21:55,9
02:22:00,9
02:22:05,9
02:22:10,9
02:22:15,9
02:22:20,9
02:22:25,9
02:22:30,9
02:22:35,9
02:22:40,9
02:22:45,9
02:22:50,9
02:22:55,9
02:23:00,9
02:23:05,9
02:23:10,9
02:23:15,9
02:23:20,9
02:23:25,9
02:23:30,9
02:23:35,9
02:23:40,9
02:23:45,9
02:23:50,9
02:23:55,9
02:24:00,9
02:24:05,9
02:24:10,9
02:24:15,9
02:24:20,9
02:24:25,9
02:24:30,9
02:24:35,9
02:24:40,9
02:24:45,9
02:24:50,9
02:24:55,9
02:25:00,9
02:25:05,9
02:25:10,9
02:25:15,9
02:25:20,9
02:25:25,9
02:25:30,9
02:25:35,9
02:25:40,9
02:25:45,9
02:25:50,9
02:25:55,9
02:26:00,9
02:26:05,9
02:26:10,9
02:26:15,9
02:26:20,9
02:26:25,9
02:26:30,9
02:26:35,9
02:26:40,9
02:26:45,9
02:26:50,9
02:26:55,9
02:27:00,9
02:27:05,9
02:27:10,9
02:27:15,9
02:27:20,9
02:27:25,9
02:27:30,9
02:27:35,9
02:27:40,9
02:27:45,9
02:27:50,9
02:27:55,9
02:28:00,9
02:28:05,9
02:28:10,9
02:28:15,9
02:28:20,9
02:28:25,9
02:28:30,9
02:28:35,9
02:28:40,9
02:28:45,9
02:28:50,9
02:28:55,9
02:29:00,9
02:29:05,9
02:29:10,9
02:29:15,9
02:29:20,9
02:29:25,9
02:29:30,9
02:29:35,9
02:29:40,9
02:29:45,9
02:29:50,9
02:29:55,9
02:30:00,9
02:30:05,9
02:30:10,9
02:30:15,9
02:30:20,9
02:30:25,9
02:30:30,9
02:30:35,9
02:30:40,9
02:30:45,9
02:30:50,9
02:30:55,9
02:31:00,9
02:31:05,9
02:31:10,9
02:31:15,9
02:31:20,9
02:31:25,9
02:31:30,9
02:31:35,9
02:31:40,9
02:31:45,9
02:31:50,9
02:31:55,9
02:32:00,9
02:32:05,9
02:32:10,9
02:32:15,9
02:32:20,9
02:32:25,9
02:32:30,9
02:32:35,9
02:32:40,9
02:32:45,9
02:32:50,9
02:32:55,9
02:33:00,9
02:33:05,9
02:33:10,9
02:33:15,9
02:33:20,9
02:33:25,9
02:33:30,9
02:33:35,9
02:33:40,9
02:33:45,9
02:33:50,9
02:33:55,9
02:34:00,9
02:34:05,9
02:34:10,9
02:34:15,9
02:34:20,9
02:34:25,9
02:34:30,9
02:34:35,9
02:34:40,9
02:34:45,9
02:34:50,9
02:34:55,9
02:35:00,9
02:35:05,9
02:35:10,9
02:35:15,9
02:35:20,9
02:35:25,9
02:35:30,9
02:35:35,9
02:35:40,9
02:35:45,9
02:35:50,9
02:35:55,9
02:36:00,9
02:36:05,9
02:36:10,9
02:36:15,9
02:36:20,9
02:36:25,9
02:36:30,9
02:36:35,9
02:36:40,9
02:36:45,9
02:36:50,9
02:36:55,9
02:37:00,9
02:37:05,9
02:37:10,9
02:37:15,9
02:37:20,9
02:37:25,9
02:37:30,9
02:37:35,9
02:37:40,9
02:37:45,9
02:37:50,9
02:37:55,9
02:38:00,9
02:38:05,9
02:38:10,9
02:38:15,9
02:38:20,9
02:38:25,9
02:38:30,9
02:38:35,9
02:38:40,9
02:38:45,9
02:38:50,9
02:38:55,9
02:39:00,9
02:39:05,9
02:39:10,9
02:39:15,9
02:39:20,9
02:39:25,9
02:39:30,9
02:39:35,9
02:39:40,9
02:39:45,9
02:39:50,9
02:39:55,9
02:40:00,9
02:40:05,9
02:40:10,9
02:40:15,9
02:40:20,9
02:40:25,9
02:40:30,9
02:40:35,9
02:40:40,9
02:40:45,9
02:40:50,9
02:40:55,9
02:41:00,9
02:41:05,9
02:41:10,10
02:41:15,10
02:41:20,10
02:41:25,10
02:41:30,10
02:41:35,10
02:41:40,10
02:41:45,10
02:41:50,10
02:41:55,10
02:42:00,10
02:42:05,10
02:42:10,10
02:42:15,10
02:42:20,10
02:42:25,10
02:42:30,10
02:42:35,10
02:42:40,10
02:42:45,10
02:42:50,10
02:42:55,10
02:43:00,10
02:43:05,10
02:43:10,10
02:43:15,10
02:43:20,10
02:43:25,10
02:43:30,10
02:43:35,10
02:43:40,10
02:43:45,10
02:43:50,10
02:43:55,10
02:44:00,10
02:44:05,10
02:44:10,10
02:44:15,10
02:44:20,10
02:44:25,10
02:44:30,10
02:44:35,3
02:44:40,3
02:44:45,3
02:44:50,3
02:44:55,3
02:45:00,3
02:45:05,3
02:45:10,4
02:45:15,4
02:45:20,3
02:45:25,4
02:45:30,4
02:45:35,4
02:45:40,4
02:45:45,4
02:45:50,4
02:45:55,4
02:46:00,4
02:46:05,4
02:46:10,4
02:46:15,4
02:46:20,4
02:46:25,4
02:46:30,4
02:46:35,4
02:46:40,4
02:46:45,4
02:46:50,4
02:46:55,4
02:47:00,4
02:47:05,4
02:47:10,4
02:47:15,4
02:47:20,4
02:47:25,4
02:47:30,4
02:47:35,4
02:47:40,4
02:47:45,4
02:47:50,4
02:47:55,4
02:48:00,4
02:48:05,4
02:48:10,4
02:48:15,4
02:48:20,4
02:48:25,4
02:48:30,4
02:48:35,4
02:48:40,4
02:48:45,4
02:48:50,4
02:48:55,4
02:49:00,4
02:49:05,4
02:49:10,4
02:49:15,4
02:49:20,4
02:49:25,4
02:49:30,4
02:49:35,4
02:49:40,4
02:49:45,4
02:49:50,4
02:49:55,4
02:50:00,4
02:50:05,4
02:50:10,4
02:50:15,4
02:50:20,4
02:50:25,4
02:50:30,4
02:50:35,4
02:50:40,4
02:50:45,4
02:50:50,4
02:50:55,4
02:51:00,4
02:51:05,4
02:51:10,4
02:51:15,4
02:51:20,4
02:51:25,4
02:51:30,4
02:51:35,4
02:51:40,4
02:51:45,4
02:51:50,4
02:51:55,4
02:52:00,4
02:52:05,4
02:52:10,4
02:52:15,4
02:52:20,4
02:52:25,4
02:52:30,4
02:52:35,4
02:52:40,4
02:52:45,4
02:52:50,4
02:52:55,4
02:53:00,4
02:53:05,4
02:53:10,4
02:53:15,4
02:53:20,4
02:53:25,4
02:53:30,4
02:53:35,4
02:53:40,4
02:53:45,4
02:53:50,4
02:53:55,4
02:54:00,4
02:54:05,4
02:54:10,4
02:54:15,4
02:54:20,4
02:54:25,4
02:54:30,4
02:54:35,4
02:54:40,4
02:54:45,4
02:54:50,4
02:54:55,4
02:55:00,4
02:55:05,4
02:55:10,4
02:55:15,4
02:55:20,4
02:55:25,4
02:55:30,4
02:55:35,4
02:55:40,4
02:55:45,4
02:55:50,4
02:55:55,4
02:56:00,4
02:56:05,4
02:56:10,4
02:56:15,4
02:56:20,4
02:56:25,4
02:56:30,4
02:56:35,4
02:56:40,4
02:56:45,4
02:56:50,4
02:56:55,4
02:57:00,4
02:57:05,4
02:57:10,4
02:57:15,4
02:57:20,4
02:57:25,4
02:57:30,4
02:57:35,4
02:57:40,4
02:57:45,4
02:57:50,4
02:57:55,4
02:58:00,4
02:58:05,4
02:58:10,4
02:58:15,4
02:58:20,4
02:58:25,4
02:58:30,4
02:58:35,4
02:58:40,4
02:58:45,4
02:58:50,4
02:58:55,4
02:59:00,4
02:59:05,4
02:59:10,4
02:59:15,4
02:59:20,4
02:59:25,4
02:59:30,4
02:59:35,4
02:59:40,4
02:59:45,4
02:59:50,4
02:59:55,4
03:00:00,4
03:00:05,4
03:00:10,4
03:00:15,4
03:00:20,4
03:00:25,4
03:00:30,4
03:00:35,4
03:00:40,4
03:00:45,4
03:00:50,4
03:00:55,4
03:01:00,4
03:01:05,4
03:01:10,4
03:01:15,4
03:01:20,4
03:01:25,4
03:01:30,4
03:01:35,4
03:01:40,4
03:01:45,4
03:01:50,4
03:01:55,4
03:02:00,4
03:02:05,4
03:02:10,4
03:02:15,4
03:02:20,4
03:02:25,4
03:02:30,4
03:02:35,4
03:02:40,4
03:02:45,4
03:02:50,4
03:02:55,4
03:03:00,4
03:03:05,4
03:03:10,4
03:03:15,4
03:03:20,4
03:03:25,4
03:03:30,4
03:03:35,4
03:03:40,4
03:03:45,4
03:03:50,4
03:03:55,4
03:04:00,4
03:04:05,4
03:04:10,4
03:04:15,4
03:04:20,4
03:04:25,4
03:04:30,4
03:04:35,4
03:04:40,4
03:04:45,4
03:04:50,4
03:04:55,4
03:05:00,4
03:05:05,4
03:05:10,4
03:05:15,4
03:05:20,4
03:05:25,4
03:05:30,4
03:05:35,4
03:05:40,4
03:05:45,4
03:05:50,4
03:05:55,4
03:06:00,4
03:06:05,4
03:06:10,4
03:06:15,4
03:06:20,4
03:06:25,4
03:06:30,4
03:06:35,4
03:06:40,4
03:06:45,4
03:06:50,4
03:06:55,4
03:07:00,4
03:07:05,4
03:07:10,4
03:07:15,4
03:07:20,4
03:07:25,4
03:07:30,4
03:07:35,4
03:07:40,4
03:07:45,4
03:07:50,4
03:07:55,4
03:08:00,4
03:08:05,4
03:08:10,4
03:08:15,4
03:08:20,4
03:08:25,4
03:08:30,4
03:08:35,4
03:08:40,4
03:08:45,4
03:08:50,4
03:08:55,4
03:09:00,4
03:09:05,4
03:09:10,4
03:09:15,4
03:09:20,4
03:09:25,4
03:09:30,4
03:09:35,4
03:09:40,4
03:09:45,4
03:09:50,4
03:09:55,4
03:10:00,4
03:10:05,4
03:10:10,4
03:10:15,4
03:10:20,4
03:10:25,4
03:10:30,4
03:10:35,4
03:10:40,4
03:10:45,4
03:10:50,4
03:10:55,4
03:11:00,4
03:11:05,4
03:11:10,5
03:11:15,4
03:11:20,4
03:11:25,4
03:11:30,4
03:11:35,4
03:11:40,4
03:11:45,4
03:11:50,4
03:11:55,4
03:12:00,4
03:12:05,4
03:12:10,4
03:12:15,4
03:12:20,4
03:12:25,4
03:12:30,4
03:12:35,4
03:12:40,4
03:12:45,4
03:12:50,4
03:12:55,4
03:13:00,4
03:13:05,4
03:13:10,4
03:13:15,4
03:13:20,4
03:13:25,4
03:13:30,4
03:13:35,4
03:13:40,4
03:13:45,4
03:13:50,4
03:13:55,4
03:14:00,4
03:14:05,4
03:14:10,4
03:14:15,4
03:14:20,4
03:14:25,4
03:14:30,4
03:14:35,4
03:14:40,4
03:14:45,4
03:14:50,4
03:14:55,4
03:15:00,4
03:15:05,4
03:15:10,4
03:15:15,4
03:15:20,4
03:15:25,4
03:15:30,4
03:15:35,4
03:15:40,4
03:15:45,4
03:15:50,4
03:15:55,4
03:16:00,4
03:16:05,4
03:16:10,4
03:16:15,4
03:16:20,4
03:16:25,4
03:16:30,4
03:16:35,4
03:16:40,4
03:16:45,4
03:16:50,4
03:16:55,4
03:17:00,4
03:17:05,4
03:17:10,4
03:17:15,4
03:17:20,4
03:17:25,4
03:17:30,4
03:17:35,4
03:17:40,4
03:17:45,4
03:17:50,4
03:17:55,4
03:18:00,4
03:18:05,4
03:18:10,4
03:18:15,4
03:18:20,4
03:18:25,4
03:18:30,4
03:18:35,4
03:18:40,4
03:18:45,4
03:18:50,4
03:18:55,4
03:19:00,4
03:19:05,4
03:19:10,4
03:19:15,4
03:19:20,4
03:19:25,4
03:19:30,4
03:19:35,4
03:19:40,4
03:19:45,4
03:19:50,4
03:19:55,4
03:20:00,4
03:20:05,4
03:20:10,4
03:20:15,4
03:20:20,4
03:20:25,4
03:20:30,4
03:20:35,4
03:20:40,4
03:20:45,4
03:20:50,4
03:20:55,4
03:21:00,4
03:21:05,4
03:21:10,4
03:21:15,4
03:21:20,4
03:21:25,4
03:21:30,4
03:21:35,4
03:21:40,4
03:21:45,4
03:21:50,4
03:21:55,4
03:22:00,4
03:22:05,4
03:22:10,4
03:22:15,4
03:22:20,4
03:22:25,4
03:22:30,4
03:22:35,4
03:22:40,4
03:22:45,4
03:22:50,4
03:22:55,4
03:23:00,4
03:23:05,4
03:23:10,4
03:23:15,4
03:23:20,4
03:23:25,4
03:23:30,4
03:23:35,4
03:23:40,4
03:23:45,4
03:23:50,4
03:23:55,4
03:24:00,4
03:24:05,4
03:24:10,4
03:24:15,4
03:24:20,4
03:24:25,4
03:24:30,4
03:24:35,4
03:24:40,4
03:24:45,4
03:24:50,4
03:24:55,4
03:25:00,4
03:25:05,4
03:25:10,4
03:25:15,4
03:25:20,4
03:25:25,4
03:25:30,4
03:25:35,4
03:25:40,4
03:25:45,4
03:25:50,4
03:25:55,4
03:26:00,4
03:26:05,4
03:26:10,4
03:26:15,4
03:26:20,4
03:26:25,4
03:26:30,4
03:26:35,4
03:26:40,4
03:26:45,4
03:26:50,4
03:26:55,4
03:27:00,4
03:27:05,4
03:27:10,4
03:27:15,4
03:27:20,3
03:27:25,3
03:27:30,3
03:27:35,3
03:27:40,3
03:27:45,3
03:27:50,3
03:27:55,3
03:28:00,3
03:28:05,3
03:28:10,3
03:28:15,3
03:28:20,3
03:28:25,3
03:28:30,3
03:28:35,3
03:28:40,3
03:28:45,3
03:28:50,3
03:28:55,3
03:29:00,3
03:29:05,3
03:29:10,3
03:29:15,3
03:29:20,3
03:29:25,3
03:29:30,3
03:29:35,3
03:29:40,3
03:29:45,3
03:29:50,3
03:29:55,3
03:30:00,3
03:30:05,3
03:30:10,3
03:30:15,3
03:30:20,3
03:30:25,3
03:30:30,3
03:30:35,3
03:30:40,3
03:30:45,3
03:30:50,3
03:30:55,3
03:31:00,3
03:31:05,3
03:31:10,3
03:31:15,3
03:31:20,3
03:31:25,3
03:31:30,3
03:31:35,3
03:31:40,3
03:31:45,3
03:31:50,3
03:31:55,3
03:32:00,3
03:32:05,3
03:32:10,3
03:32:15,3
03:32:20,3
03:32:25,3
03:32:30,3
03:32:35,3
03:32:40,3
03:32:45,3
03:32:50,3
03:32:55,3
03:33:00,3
03:33:05,3
03:33:10,3
03:33:15,3
03:33:20,3
03:33:25,3
03:33:30,3
03:33:35,3
03:33:40,3
03:33:45,3
03:33:50,3
03:33:55,3
03:34:00,3
03:34:05,3
03:34:10,3
03:34:15,3
03:34:20,3
03:34:25,3
03:34:30,3
03:34:35,3
03:34:40,3
03:34:45,3
03:34:50,3
03:34:55,3
03:35:00,3
03:35:05,3
03:35:10,3
03:35:15,3
03:35:20,3
03:35:25,3
03:35:30,3
03:35:35,3
03:35:40,3
03:35:45,3
03:35:50,3
03:35:55,3
03:36:00,3
03:36:05,3
03:36:10,3
03:36:15,3
03:36:20,3
03:36:25,3
03:36:30,3
03:36:35,3
03:36:40,3
03:36:45,3
03:36:50,3
03:36:55,3
03:37:00,3
03:37:05,3
03:37:10,3
03:37:15,3
03:37:20,3
03:37:25,3
03:37:30,3
03:37:35,3
03:37:40,3
03:37:45,3
03:37:50,3
03:37:55,3
03:38:00,3
03:38:05,3
03:38:10,3
03:38:15,4
03:38:20,3
03:38:25,3
03:38:30,3
03:38:35,4
03:38:40,3
03:38:45,3
03:38:50,3
03:38:55,3
03:39:00,3
03:39:05,3
03:39:10,3
03:39:15,3
03:39:20,3
03:39:25,3
03:39:30,3
03:39:35,3
03:39:40,3
03:39:45,3
03:39:50,3
03:39:55,3
03:40:00,3
03:40:05,3
03:40:10,3
03:40:15,3
03:40:20,3
03:40:25,3
03:40:30,3
03:40:35,3
03:40:40,3
03:40:45,3
03:40:50,3
03:40:55,3
03:41:00,3
03:41:05,3
03:41:10,3
03:41:15,3
03:41:20,3
03:41:25,3
03:41:30,3
03:41:35,3
03:41:40,3
03:41:45,3
03:41:50,3
03:41:55,3
03:42:00,3
03:42:05,3
03:42:10,3
03:42:15,3
03:42:20,3
03:42:25,3
03:42:30,3
03:42:35,3
03:42:40,3
03:42:45,3
03:42:50,3
03:42:55,3
03:43:00,3
03:43:05,3
03:43:10,3
03:43:15,3
03:43:20,3
03:43:25,3
03:43:30,3
03:43:35,3
03:43:40,3
03:43:45,3
03:43:50,3
03:43:55,3
03:44:00,3
03:44:05,3
03:44:10,3
03:44:15,3
03:44:20,3
03:44:25,3
03:44:30,3
03:44:35,3
03:44:40,3
03:44:45,3
03:44:50,3
03:44:55,3
03:45:00,3
03:45:05,3
03:45:10,3
03:45:15,3
03:45:20,3
03:45:25,3
03:45:30,3
03:45:35,3
03:45:40,3
03:45:45,3
03:45:50,3
03:45:55,3
03:46:00,3
03:46:05,3
03:46:10,3
03:46:15,3
03:46:20,3
03:46:25,3
03:46:30,3
03:46:35,3
03:46:40,3
03:46:45,3
03:46:50,3
03:46:55,3
03:47:00,3
03:47:05,3
03:47:10,3
03:47:15,3
03:47:20,3
03:47:25,3
03:47:30,3
03:47:35,3
03:47:40,3
03:47:45,3
03:47:50,3
03:47:55,3
03:48:00,3
03:48:05,3
03:48:10,3
03:48:15,3
03:48:20,3
03:48:25,3
03:48:30,3
03:48:35,3
03:48:40,3
03:48:45,3
03:48:50,3
03:48:55,3
03:49:00,3
03:49:05,3
03:49:10,3
03:49:15,3
03:49:20,3
03:49:25,3
03:49:30,3
03:49:35,3
03:49:40,3
03:49:45,3
03:49:50,3
03:49:55,3
03:50:00,3
03:50:05,3
03:50:10,3
03:50:15,3
03:50:20,3
03:50:25,3
03:50:30,3
03:50:35,3
03:50:40,3
03:50:45,3
03:50:50,3
03:50:55,3
03:51:00,3
03:51:05,3
03:51:10,3
03:51:15,3
03:51:20,3
03:51:25,3
03:51:30,3
03:51:35,3
03:51:40,3
03:51:45,3
03:51:50,3
03:51:55,3
03:52:00,3
03:52:05,3
03:52:10,3
03:52:15,3
03:52:20,3
03:52:25,3
03:52:30,3
03:52:35,3
03:52:40,3
03:52:45,3
03:52:50,3
03:52:55,3
03:53:00,3
03:53:05,3
03:53:10,3
03:53:15,3
03:53:20,3
03:53:25,3
03:53:30,3
03:53:35,3
03:53:40,3
03:53:45,3
03:53:50,3
03:53:55,3
03:54:00,3
03:54:05,3
03:54:10,3
03:54:15,3
03:54:20,3
03:54:25,3
03:54:30,3
03:54:35,3
03:54:40,3
03:54:45,3
03:54:50,3
03:54:55,3
03:55:00,3
03:55:05,3
03:55:10,3
03:55:15,3
03:55:20,3
03:55:25,3
03:55:30,3
03:55:35,3
03:55:40,3
03:55:45,3
03:55:50,3
03:55:55,3
03:56:00,3
03:56:05,3
03:56:10,3
03:56:15,3
03:56:20,3
03:56:25,3
03:56:30,3
03:56:35,3
03:56:40,5
03:56:45,19
03:56:50,22
03:56:55,22
03:57:00,20
03:57:05,18
03:57:10,17
03:57:15,17
03:57:20,16
03:57:25,15
03:57:30,14
03:57:35,13
03:57:40,13
03:57:45,13
03:57:50,12
03:57:55,12
03:58:00,12
03:58:05,12
03:58:10,21
03:58:15,18
03:58:20,18
03:58:25,14
03:58:30,13
03:58:35,11
03:58:40,11
03:58:45,10
03:58:50,10
03:58:55,10
03:59:00,10
03:59:05,10
03:59:10,9
03:59:15,9
03:59:20,9
03:59:25,9
03:59:30,9
03:59:35,9
03:59:40,9
03:59:45,8
03:59:50,8
03:59:55,8
04:00:00,8
04:00:05,8
04:00:10,8
04:00:15,8
04:00:20,8
04:00:25,8
04:00:30,8
04:00:35,7
04:00:40,7
04:00:45,7
04:00:50,7
04:00:55,7
04:01:00,7
04:01:05,7
04:01:10,7
04:01:15,7
04:01:20,7
04:01:25,7
04:01:30,7
04:01:35,7
04:01:40,7
04:01:45,7
04:01:50,6
04:01:55,6
04:02:00,6
04:02:05,6
04:02:10,6
04:02:15,6
04:02:20,6
04:02:25,6
04:02:30,6
04:02:35,6
04:02:40,6
04:02:45,6
04:02:50,6
04:02:55,6
04:03:00,6
04:03:05,6
04:03:10,6
04:03:15,6
04:03:20,6
04:03:25,6
04:03:30,6
04:03:35,6
04:03:40,6
04:03:45,6
04:03:50,6
04:03:55,6
04:04:00,6
04:04:05,6
04:04:10,6
04:04:15,6
04:04:20,6
04:04:25,6
04:04:30,5
04:04:35,6
04:04:40,5
04:04:45,5
04:04:50,5
04:04:55,5
04:05:00,5
04:05:05,5
04:05:10,5
04:05:15,5
04:05:20,5
04:05:25,5
04:05:30,5
04:05:35,5
04:05:40,5
04:05:45,5
04:05:50,5
04:05:55,5
04:06:00,5
04:06:05,5
04:06:10,5
04:06:15,5
04:06:20,5
04:06:25,5
04:06:30,5
04:06:35,5
04:06:40,5
04:06:45,5
04:06:50,5
04:06:55,5
04:07:00,5
04:07:05,5
04:07:10,5
04:07:15,5
04:07:20,5
04:07:25,5
04:07:30,5
04:07:35,5
04:07:40,5
04:07:45,5
04:07:50,5
